   0.20000D+00   0.20372D+00   0.31669D+29
   0.20372D+00   0.20750D+00   0.32756D+29
   0.20750D+00   0.21135D+00   0.33880D+29
   0.21135D+00   0.21528D+00   0.35042D+29
   0.21528D+00   0.21928D+00   0.36244D+29
   0.21928D+00   0.22335D+00   0.37487D+29
   0.22335D+00   0.22750D+00   0.38773D+29
   0.22750D+00   0.23173D+00   0.40102D+29
   0.23173D+00   0.23603D+00   0.41477D+29
   0.23603D+00   0.24041D+00   0.42898D+29
   0.24041D+00   0.24488D+00   0.44368D+29
   0.24488D+00   0.24943D+00   0.45888D+29
   0.24943D+00   0.25406D+00   0.47460D+29
   0.25406D+00   0.25878D+00   0.49085D+29
   0.25878D+00   0.26359D+00   0.50765D+29
   0.26359D+00   0.26849D+00   0.52502D+29
   0.26849D+00   0.27347D+00   0.54298D+29
   0.27347D+00   0.27855D+00   0.56155D+29
   0.27855D+00   0.28373D+00   0.58075D+29
   0.28373D+00   0.28900D+00   0.60060D+29
   0.28900D+00   0.29436D+00   0.62112D+29
   0.29436D+00   0.29983D+00   0.64233D+29
   0.29983D+00   0.30540D+00   0.66426D+29
   0.30540D+00   0.31108D+00   0.68693D+29
   0.31108D+00   0.31685D+00   0.71036D+29
   0.31685D+00   0.32274D+00   0.73457D+29
   0.32274D+00   0.32873D+00   0.75960D+29
   0.32873D+00   0.33484D+00   0.78547D+29
   0.33484D+00   0.34106D+00   0.81220D+29
   0.34106D+00   0.34740D+00   0.83983D+29
   0.34740D+00   0.35385D+00   0.86838D+29
   0.35385D+00   0.36042D+00   0.89788D+29
   0.36042D+00   0.36712D+00   0.92836D+29
   0.36712D+00   0.37394D+00   0.95985D+29
   0.37394D+00   0.38088D+00   0.99238D+29
   0.38088D+00   0.38796D+00   0.10260D+30
   0.38796D+00   0.39516D+00   0.10607D+30
   0.39516D+00   0.40250D+00   0.10966D+30
   0.40250D+00   0.40998D+00   0.11336D+30
   0.40998D+00   0.41760D+00   0.11719D+30
   0.41760D+00   0.42535D+00   0.12114D+30
   0.42535D+00   0.43325D+00   0.12522D+30
   0.43325D+00   0.44130D+00   0.12943D+30
   0.44130D+00   0.44950D+00   0.13377D+30
   0.44950D+00   0.45785D+00   0.13826D+30
   0.45785D+00   0.46635D+00   0.14289D+30
   0.46635D+00   0.47501D+00   0.14767D+30
   0.47501D+00   0.48384D+00   0.15260D+30
   0.48384D+00   0.49283D+00   0.15768D+30
   0.49283D+00   0.50198D+00   0.16292D+30
   0.50198D+00   0.51130D+00   0.16833D+30
   0.51130D+00   0.52080D+00   0.17391D+30
   0.52080D+00   0.53048D+00   0.17966D+30
   0.53048D+00   0.54033D+00   0.18559D+30
   0.54033D+00   0.55037D+00   0.19170D+30
   0.55037D+00   0.56059D+00   0.19799D+30
   0.56059D+00   0.57100D+00   0.20447D+30
   0.57100D+00   0.58161D+00   0.21115D+30
   0.58161D+00   0.59241D+00   0.21803D+30
   0.59241D+00   0.60342D+00   0.22512D+30
   0.60342D+00   0.61463D+00   0.23241D+30
   0.61463D+00   0.62604D+00   0.23992D+30
   0.62604D+00   0.63767D+00   0.24764D+30
   0.63767D+00   0.64952D+00   0.25559D+30
   0.64952D+00   0.66158D+00   0.26376D+30
   0.66158D+00   0.67387D+00   0.27217D+30
   0.67387D+00   0.68639D+00   0.28081D+30
   0.68639D+00   0.69914D+00   0.28970D+30
   0.69914D+00   0.71212D+00   0.29884D+30
   0.71212D+00   0.72535D+00   0.30822D+30
   0.72535D+00   0.73883D+00   0.31786D+30
   0.73883D+00   0.75255D+00   0.32775D+30
   0.75255D+00   0.76653D+00   0.33791D+30
   0.76653D+00   0.78077D+00   0.34834D+30
   0.78077D+00   0.79527D+00   0.35904D+30
   0.79527D+00   0.81004D+00   0.37001D+30
   0.81004D+00   0.82509D+00   0.38127D+30
   0.82509D+00   0.84042D+00   0.39280D+30
   0.84042D+00   0.85603D+00   0.40462D+30
   0.85603D+00   0.87193D+00   0.41673D+30
   0.87193D+00   0.88812D+00   0.42913D+30
   0.88812D+00   0.90462D+00   0.44182D+30
   0.90462D+00   0.92143D+00   0.45481D+30
   0.92143D+00   0.93854D+00   0.46810D+30
   0.93854D+00   0.95597D+00   0.48169D+30
   0.95597D+00   0.97373D+00   0.49558D+30
   0.97373D+00   0.99182D+00   0.50977D+30
   0.99182D+00   0.10102D+01   0.52426D+30
   0.10102D+01   0.10290D+01   0.53905D+30
   0.10290D+01   0.10481D+01   0.55414D+30
   0.10481D+01   0.10676D+01   0.56953D+30
   0.10676D+01   0.10874D+01   0.58522D+30
   0.10874D+01   0.11076D+01   0.60120D+30
   0.11076D+01   0.11282D+01   0.61748D+30
   0.11282D+01   0.11492D+01   0.63405D+30
   0.11492D+01   0.11705D+01   0.65090D+30
   0.11705D+01   0.11922D+01   0.66804D+30
   0.11922D+01   0.12144D+01   0.68545D+30
   0.12144D+01   0.12369D+01   0.70314D+30
   0.12369D+01   0.12599D+01   0.72108D+30
   0.12599D+01   0.12833D+01   0.73929D+30
   0.12833D+01   0.13072D+01   0.75774D+30
   0.13072D+01   0.13314D+01   0.77644D+30
   0.13314D+01   0.13562D+01   0.79537D+30
   0.13562D+01   0.13814D+01   0.81452D+30
   0.13814D+01   0.14070D+01   0.83388D+30
   0.14070D+01   0.14332D+01   0.85345D+30
   0.14332D+01   0.14598D+01   0.87320D+30
   0.14598D+01   0.14869D+01   0.89312D+30
   0.14869D+01   0.15145D+01   0.91321D+30
   0.15145D+01   0.15427D+01   0.93344D+30
   0.15427D+01   0.15713D+01   0.95380D+30
   0.15713D+01   0.16005D+01   0.97427D+30
   0.16005D+01   0.16302D+01   0.99484D+30
   0.16302D+01   0.16605D+01   0.10155D+31
   0.16605D+01   0.16913D+01   0.10362D+31
   0.16913D+01   0.17228D+01   0.10570D+31
   0.17228D+01   0.17548D+01   0.10778D+31
   0.17548D+01   0.17874D+01   0.10986D+31
   0.17874D+01   0.18206D+01   0.11193D+31
   0.18206D+01   0.18544D+01   0.11401D+31
   0.18544D+01   0.18888D+01   0.11608D+31
   0.18888D+01   0.19239D+01   0.11814D+31
   0.19239D+01   0.19597D+01   0.12019D+31
   0.19597D+01   0.19961D+01   0.12223D+31
   0.19961D+01   0.20331D+01   0.12425D+31
   0.20331D+01   0.20709D+01   0.12626D+31
   0.20709D+01   0.21094D+01   0.12825D+31
   0.21094D+01   0.21485D+01   0.13022D+31
   0.21485D+01   0.21885D+01   0.13216D+31
   0.21885D+01   0.22291D+01   0.13408D+31
   0.22291D+01   0.22705D+01   0.13597D+31
   0.22705D+01   0.23127D+01   0.13783D+31
   0.23127D+01   0.23556D+01   0.13966D+31
   0.23556D+01   0.23994D+01   0.14146D+31
   0.23994D+01   0.24440D+01   0.14321D+31
   0.24440D+01   0.24894D+01   0.14493D+31
   0.24894D+01   0.25356D+01   0.14661D+31
   0.25356D+01   0.25827D+01   0.14825D+31
   0.25827D+01   0.26307D+01   0.14984D+31
   0.26307D+01   0.26795D+01   0.15138D+31
   0.26795D+01   0.27293D+01   0.15287D+31
   0.27293D+01   0.27800D+01   0.15431D+31
   0.27800D+01   0.28317D+01   0.15570D+31
   0.28317D+01   0.28843D+01   0.15704D+31
   0.28843D+01   0.29378D+01   0.15832D+31
   0.29378D+01   0.29924D+01   0.15953D+31
   0.29924D+01   0.30480D+01   0.16069D+31
   0.30480D+01   0.31046D+01   0.16179D+31
   0.31046D+01   0.31623D+01   0.16282D+31
   0.31623D+01   0.32210D+01   0.16378D+31
   0.32210D+01   0.32808D+01   0.16468D+31
   0.32808D+01   0.33418D+01   0.16551D+31
   0.33418D+01   0.34039D+01   0.16627D+31
   0.34039D+01   0.34671D+01   0.16695D+31
   0.34671D+01   0.35315D+01   0.16756D+31
   0.35315D+01   0.35971D+01   0.16809D+31
   0.35971D+01   0.36639D+01   0.16854D+31
   0.36639D+01   0.37320D+01   0.16890D+31
   0.37320D+01   0.38013D+01   0.16919D+31
   0.38013D+01   0.38719D+01   0.16939D+31
   0.38719D+01   0.39438D+01   0.16950D+31
   0.39438D+01   0.40171D+01   0.16952D+31
   0.40171D+01   0.40917D+01   0.16944D+31
   0.40917D+01   0.41677D+01   0.16927D+31
   0.41677D+01   0.42451D+01   0.16900D+31
   0.42451D+01   0.43240D+01   0.16863D+31
   0.43240D+01   0.44043D+01   0.16816D+31
   0.44043D+01   0.44861D+01   0.16758D+31
   0.44861D+01   0.45694D+01   0.16690D+31
   0.45694D+01   0.46543D+01   0.16610D+31
   0.46543D+01   0.47408D+01   0.16519D+31
   0.47408D+01   0.48288D+01   0.16417D+31
   0.48288D+01   0.49185D+01   0.16302D+31
   0.49185D+01   0.50099D+01   0.16176D+31
   0.50099D+01   0.51030D+01   0.16038D+31
   0.51030D+01   0.51977D+01   0.15887D+31
   0.51977D+01   0.52943D+01   0.15725D+31
   0.52943D+01   0.53926D+01   0.15549D+31
   0.53926D+01   0.54928D+01   0.15362D+31
   0.54928D+01   0.55948D+01   0.15161D+31
   0.55948D+01   0.56988D+01   0.14949D+31
   0.56988D+01   0.58046D+01   0.14724D+31
   0.58046D+01   0.59124D+01   0.14487D+31
   0.59124D+01   0.60223D+01   0.14237D+31
   0.60223D+01   0.61341D+01   0.13976D+31
   0.61341D+01   0.62481D+01   0.13704D+31
   0.62481D+01   0.63641D+01   0.13420D+31
   0.63641D+01   0.64823D+01   0.13125D+31
   0.64823D+01   0.66028D+01   0.12821D+31
   0.66028D+01   0.67254D+01   0.12506D+31
   0.67254D+01   0.68503D+01   0.12182D+31
   0.68503D+01   0.69776D+01   0.11850D+31
   0.69776D+01   0.71072D+01   0.11510D+31
   0.71072D+01   0.72392D+01   0.11162D+31
   0.72392D+01   0.73737D+01   0.10809D+31
   0.73737D+01   0.75106D+01   0.10450D+31
   0.75106D+01   0.76502D+01   0.10086D+31
   0.76502D+01   0.77923D+01   0.97185D+30
   0.77923D+01   0.79370D+01   0.93483D+30
   0.79370D+01   0.80844D+01   0.89763D+30
   0.80844D+01   0.82346D+01   0.86035D+30
   0.82346D+01   0.83876D+01   0.82309D+30
   0.83876D+01   0.85434D+01   0.78594D+30
   0.85434D+01   0.87021D+01   0.74902D+30
   0.87021D+01   0.88637D+01   0.71240D+30
   0.88637D+01   0.90284D+01   0.67620D+30
   0.90284D+01   0.91961D+01   0.64051D+30
   0.91961D+01   0.93669D+01   0.60541D+30
   0.93669D+01   0.95409D+01   0.57099D+30
   0.95409D+01   0.97181D+01   0.53733D+30
   0.97181D+01   0.98986D+01   0.50451D+30
   0.98986D+01   0.10082D+02   0.47260D+30
   0.10082D+02   0.10270D+02   0.44166D+30
   0.10270D+02   0.10461D+02   0.41176D+30
   0.10461D+02   0.10655D+02   0.38294D+30
   0.10655D+02   0.10853D+02   0.35525D+30
   0.10853D+02   0.11054D+02   0.32871D+30
   0.11054D+02   0.11260D+02   0.30337D+30
   0.11260D+02   0.11469D+02   0.27925D+30
   0.11469D+02   0.11682D+02   0.25635D+30
   0.11682D+02   0.11899D+02   0.23468D+30
   0.11899D+02   0.12120D+02   0.21424D+30
   0.12120D+02   0.12345D+02   0.19502D+30
   0.12345D+02   0.12574D+02   0.17702D+30
   0.12574D+02   0.12808D+02   0.16020D+30
   0.12808D+02   0.13046D+02   0.14455D+30
   0.13046D+02   0.13288D+02   0.13003D+30
   0.13288D+02   0.13535D+02   0.11660D+30
   0.13535D+02   0.13786D+02   0.10423D+30
   0.13786D+02   0.14042D+02   0.92878D+29
   0.14042D+02   0.14303D+02   0.82491D+29
   0.14303D+02   0.14569D+02   0.73022D+29
   0.14569D+02   0.14840D+02   0.64424D+29
   0.14840D+02   0.15115D+02   0.56642D+29
   0.15115D+02   0.15396D+02   0.49629D+29
   0.15396D+02   0.15682D+02   0.43330D+29
   0.15682D+02   0.15973D+02   0.37697D+29
   0.15973D+02   0.16270D+02   0.32676D+29
   0.16270D+02   0.16572D+02   0.28220D+29
   0.16572D+02   0.16880D+02   0.24280D+29
   0.16880D+02   0.17194D+02   0.20811D+29
   0.17194D+02   0.17513D+02   0.17770D+29
   0.17513D+02   0.17838D+02   0.15113D+29
   0.17838D+02   0.18170D+02   0.12803D+29
   0.18170D+02   0.18507D+02   0.10802D+29
   0.18507D+02   0.18851D+02   0.90776D+28
   0.18851D+02   0.19201D+02   0.75962D+28
   0.19201D+02   0.19558D+02   0.63308D+28
   0.19558D+02   0.19921D+02   0.52531D+28
   0.19921D+02   0.20291D+02   0.43408D+28
   0.20291D+02   0.20668D+02   0.35707D+28
   0.20668D+02   0.21052D+02   0.29250D+28
   0.21052D+02   0.21443D+02   0.23847D+28
   0.21443D+02   0.21841D+02   0.19360D+28
   0.21841D+02   0.22247D+02   0.15641D+28
   0.22247D+02   0.22660D+02   0.12581D+28
   0.22660D+02   0.23081D+02   0.10070D+28
   0.23081D+02   0.23510D+02   0.80234D+27
   0.23510D+02   0.23947D+02   0.63612D+27
   0.23947D+02   0.24391D+02   0.50195D+27
   0.24391D+02   0.24845D+02   0.39414D+27
   0.24845D+02   0.25306D+02   0.30793D+27
   0.25306D+02   0.25776D+02   0.23942D+27
   0.25776D+02   0.26255D+02   0.18516D+27
   0.26255D+02   0.26743D+02   0.14252D+27
   0.26743D+02   0.27239D+02   0.10908D+27
   0.27239D+02   0.27745D+02   0.83096D+26
   0.27745D+02   0.28261D+02   0.62926D+26
   0.28261D+02   0.28786D+02   0.47436D+26
   0.28786D+02   0.29320D+02   0.35535D+26
   0.29320D+02   0.29865D+02   0.26501D+26
   0.29865D+02   0.30420D+02   0.19634D+26
   0.30420D+02   0.30985D+02   0.14482D+26
   0.30985D+02   0.31560D+02   0.10609D+26
   0.31560D+02   0.32147D+02   0.77373D+25
   0.32147D+02   0.32744D+02   0.56039D+25
   0.32744D+02   0.33352D+02   0.40397D+25
   0.33352D+02   0.33971D+02   0.28921D+25
   0.33971D+02   0.34602D+02   0.20601D+25
   0.34602D+02   0.35245D+02   0.14576D+25
   0.35245D+02   0.35900D+02   0.10256D+25
   0.35900D+02   0.36567D+02   0.71717D+24
   0.36567D+02   0.37246D+02   0.49829D+24
   0.37246D+02   0.37938D+02   0.34439D+24
   0.37938D+02   0.38643D+02   0.23623D+24
   0.38643D+02   0.39360D+02   0.16132D+24
   0.39360D+02   0.40092D+02   0.10922D+24
   0.40092D+02   0.40836D+02   0.73680D+23
