 0.1000000D+00 0.1732968D+34 0.1595965D+34 0.1446478D+34
 0.1006240D+00 0.1754408D+34 0.1615712D+34 0.1464377D+34
 0.1012519D+00 0.1776111D+34 0.1635702D+34 0.1482497D+34
 0.1018838D+00 0.1798082D+34 0.1655938D+34 0.1500839D+34
 0.1025195D+00 0.1820322D+34 0.1676422D+34 0.1519407D+34
 0.1031593D+00 0.1842836D+34 0.1697158D+34 0.1538203D+34
 0.1038030D+00 0.1865626D+34 0.1718150D+34 0.1557230D+34
 0.1044508D+00 0.1888696D+34 0.1739399D+34 0.1576491D+34
 0.1051026D+00 0.1912050D+34 0.1760909D+34 0.1595989D+34
 0.1057584D+00 0.1935691D+34 0.1782684D+34 0.1615726D+34
 0.1064184D+00 0.1959622D+34 0.1804726D+34 0.1635706D+34
 0.1070825D+00 0.1983847D+34 0.1827039D+34 0.1655931D+34
 0.1077507D+00 0.2008370D+34 0.1849627D+34 0.1676405D+34
 0.1084231D+00 0.2033194D+34 0.1872491D+34 0.1697131D+34
 0.1090997D+00 0.2058322D+34 0.1895637D+34 0.1718111D+34
 0.1097805D+00 0.2083759D+34 0.1919066D+34 0.1739348D+34
 0.1104655D+00 0.2109509D+34 0.1942783D+34 0.1760847D+34
 0.1111549D+00 0.2135574D+34 0.1966792D+34 0.1782609D+34
 0.1118485D+00 0.2161959D+34 0.1991095D+34 0.1804639D+34
 0.1125464D+00 0.2188668D+34 0.2015696D+34 0.1826939D+34
 0.1132488D+00 0.2215705D+34 0.2040599D+34 0.1849512D+34
 0.1139555D+00 0.2243073D+34 0.2065808D+34 0.1872363D+34
 0.1146666D+00 0.2270777D+34 0.2091326D+34 0.1895494D+34
 0.1153821D+00 0.2298821D+34 0.2117157D+34 0.1918909D+34
 0.1161021D+00 0.2327209D+34 0.2143305D+34 0.1942611D+34
 0.1168266D+00 0.2355944D+34 0.2169773D+34 0.1966604D+34
 0.1175556D+00 0.2385032D+34 0.2196566D+34 0.1990891D+34
 0.1182892D+00 0.2414477D+34 0.2223688D+34 0.2015475D+34
 0.1190274D+00 0.2444282D+34 0.2251142D+34 0.2040362D+34
 0.1197701D+00 0.2474453D+34 0.2278932D+34 0.2065553D+34
 0.1205175D+00 0.2504993D+34 0.2307064D+34 0.2091053D+34
 0.1212696D+00 0.2535908D+34 0.2335539D+34 0.2116866D+34
 0.1220263D+00 0.2567201D+34 0.2364364D+34 0.2142995D+34
 0.1227878D+00 0.2598877D+34 0.2393542D+34 0.2169444D+34
 0.1235540D+00 0.2630942D+34 0.2423077D+34 0.2196217D+34
 0.1243250D+00 0.2663398D+34 0.2452974D+34 0.2223318D+34
 0.1251008D+00 0.2696253D+34 0.2483237D+34 0.2250751D+34
 0.1258815D+00 0.2729509D+34 0.2513870D+34 0.2278520D+34
 0.1266670D+00 0.2763172D+34 0.2544878D+34 0.2306628D+34
 0.1274574D+00 0.2797248D+34 0.2576266D+34 0.2335081D+34
 0.1282528D+00 0.2831740D+34 0.2608039D+34 0.2363883D+34
 0.1290531D+00 0.2866654D+34 0.2640199D+34 0.2393036D+34
 0.1298584D+00 0.2901995D+34 0.2672754D+34 0.2422547D+34
 0.1306688D+00 0.2937769D+34 0.2705706D+34 0.2452418D+34
 0.1314842D+00 0.2973980D+34 0.2739062D+34 0.2482655D+34
 0.1323047D+00 0.3010633D+34 0.2772825D+34 0.2513262D+34
 0.1331303D+00 0.3047735D+34 0.2807001D+34 0.2544243D+34
 0.1339611D+00 0.3085290D+34 0.2841596D+34 0.2575603D+34
 0.1347970D+00 0.3123304D+34 0.2876613D+34 0.2607346D+34
 0.1356382D+00 0.3161782D+34 0.2912057D+34 0.2639478D+34
 0.1364846D+00 0.3200731D+34 0.2947935D+34 0.2672002D+34
 0.1373363D+00 0.3240155D+34 0.2984252D+34 0.2704923D+34
 0.1381933D+00 0.3280061D+34 0.3021012D+34 0.2738247D+34
 0.1390556D+00 0.3320454D+34 0.3058221D+34 0.2771978D+34
 0.1399234D+00 0.3361340D+34 0.3095884D+34 0.2806120D+34
 0.1407965D+00 0.3402725D+34 0.3134007D+34 0.2840680D+34
 0.1416751D+00 0.3444615D+34 0.3172596D+34 0.2875662D+34
 0.1425592D+00 0.3487017D+34 0.3211655D+34 0.2911071D+34
 0.1434488D+00 0.3529936D+34 0.3251192D+34 0.2946912D+34
 0.1443440D+00 0.3573378D+34 0.3291210D+34 0.2983190D+34
 0.1452447D+00 0.3617350D+34 0.3331717D+34 0.3019911D+34
 0.1461511D+00 0.3661859D+34 0.3372718D+34 0.3057080D+34
 0.1470631D+00 0.3706910D+34 0.3414219D+34 0.3094703D+34
 0.1479808D+00 0.3752510D+34 0.3456226D+34 0.3132784D+34
 0.1489042D+00 0.3798666D+34 0.3498745D+34 0.3171330D+34
 0.1498334D+00 0.3845385D+34 0.3541783D+34 0.3210346D+34
 0.1507684D+00 0.3892673D+34 0.3585345D+34 0.3249837D+34
 0.1517092D+00 0.3940537D+34 0.3629438D+34 0.3289810D+34
 0.1526559D+00 0.3988983D+34 0.3674068D+34 0.3330270D+34
 0.1536085D+00 0.4038020D+34 0.3719241D+34 0.3371222D+34
 0.1545671D+00 0.4087654D+34 0.3764965D+34 0.3412674D+34
 0.1555316D+00 0.4137892D+34 0.3811246D+34 0.3454630D+34
 0.1565022D+00 0.4188741D+34 0.3858090D+34 0.3497098D+34
 0.1574788D+00 0.4240210D+34 0.3905504D+34 0.3540082D+34
 0.1584615D+00 0.4292304D+34 0.3953495D+34 0.3583590D+34
 0.1594503D+00 0.4345032D+34 0.4002070D+34 0.3627627D+34
 0.1604453D+00 0.4398401D+34 0.4051237D+34 0.3672200D+34
 0.1614465D+00 0.4452420D+34 0.4101001D+34 0.3717316D+34
 0.1624540D+00 0.4507095D+34 0.4151370D+34 0.3762980D+34
 0.1634677D+00 0.4562435D+34 0.4202352D+34 0.3809199D+34
 0.1644878D+00 0.4618447D+34 0.4253953D+34 0.3855981D+34
 0.1655143D+00 0.4675140D+34 0.4306182D+34 0.3903331D+34
 0.1665471D+00 0.4732521D+34 0.4359046D+34 0.3951257D+34
 0.1675864D+00 0.4790599D+34 0.4412551D+34 0.3999765D+34
 0.1686322D+00 0.4849383D+34 0.4466707D+34 0.4048863D+34
 0.1696845D+00 0.4908880D+34 0.4521520D+34 0.4098557D+34
 0.1707433D+00 0.4969100D+34 0.4576999D+34 0.4148854D+34
 0.1718088D+00 0.5030050D+34 0.4633151D+34 0.4199763D+34
 0.1728809D+00 0.5091740D+34 0.4689985D+34 0.4251289D+34
 0.1739598D+00 0.5154179D+34 0.4747509D+34 0.4303441D+34
 0.1750453D+00 0.5217374D+34 0.4805730D+34 0.4356226D+34
 0.1761376D+00 0.5281336D+34 0.4864658D+34 0.4409651D+34
 0.1772368D+00 0.5346074D+34 0.4924300D+34 0.4463724D+34
 0.1783428D+00 0.5411596D+34 0.4984666D+34 0.4518454D+34
 0.1794557D+00 0.5477912D+34 0.5045763D+34 0.4573846D+34
 0.1805755D+00 0.5545032D+34 0.5107601D+34 0.4629911D+34
 0.1817023D+00 0.5612964D+34 0.5170188D+34 0.4686655D+34
 0.1828362D+00 0.5681720D+34 0.5233534D+34 0.4744086D+34
 0.1839771D+00 0.5751308D+34 0.5297647D+34 0.4802214D+34
 0.1851252D+00 0.5821738D+34 0.5362536D+34 0.4861045D+34
 0.1862804D+00 0.5893021D+34 0.5428210D+34 0.4920589D+34
 0.1874428D+00 0.5965166D+34 0.5494680D+34 0.4980854D+34
 0.1886125D+00 0.6038184D+34 0.5561954D+34 0.5041849D+34
 0.1897895D+00 0.6112085D+34 0.5630042D+34 0.5103582D+34
 0.1909738D+00 0.6186880D+34 0.5698954D+34 0.5166061D+34
 0.1921655D+00 0.6262579D+34 0.5768699D+34 0.5229297D+34
 0.1933647D+00 0.6339193D+34 0.5839287D+34 0.5293297D+34
 0.1945713D+00 0.6416733D+34 0.5910729D+34 0.5358072D+34
 0.1957855D+00 0.6495209D+34 0.5983034D+34 0.5423629D+34
 0.1970073D+00 0.6574634D+34 0.6056213D+34 0.5489979D+34
