 0.1000000D+00 0.1620431D+34
 0.1006240D+00 0.1640220D+34
 0.1012519D+00 0.1660248D+34
 0.1018838D+00 0.1680516D+34
 0.1025195D+00 0.1701029D+34
 0.1031593D+00 0.1721789D+34
 0.1038030D+00 0.1742798D+34
 0.1044508D+00 0.1764061D+34
 0.1051026D+00 0.1785579D+34
 0.1057584D+00 0.1807356D+34
 0.1064184D+00 0.1829395D+34
 0.1070825D+00 0.1851699D+34
 0.1077507D+00 0.1874271D+34
 0.1084231D+00 0.1897115D+34
 0.1090997D+00 0.1920233D+34
 0.1097805D+00 0.1943628D+34
 0.1104655D+00 0.1967304D+34
 0.1111549D+00 0.1991265D+34
 0.1118485D+00 0.2015513D+34
 0.1125464D+00 0.2040052D+34
 0.1132488D+00 0.2064885D+34
 0.1139555D+00 0.2090016D+34
 0.1146666D+00 0.2115449D+34
 0.1153821D+00 0.2141186D+34
 0.1161021D+00 0.2167231D+34
 0.1168266D+00 0.2193588D+34
 0.1175556D+00 0.2220261D+34
 0.1182892D+00 0.2247253D+34
 0.1190274D+00 0.2274568D+34
 0.1197701D+00 0.2302210D+34
 0.1205175D+00 0.2330182D+34
 0.1212696D+00 0.2358489D+34
 0.1220263D+00 0.2387134D+34
 0.1227878D+00 0.2416121D+34
 0.1235540D+00 0.2445455D+34
 0.1243250D+00 0.2475139D+34
 0.1251008D+00 0.2505177D+34
 0.1258815D+00 0.2535573D+34
 0.1266670D+00 0.2566332D+34
 0.1274574D+00 0.2597458D+34
 0.1282528D+00 0.2628955D+34
 0.1290531D+00 0.2660828D+34
 0.1298584D+00 0.2693080D+34
 0.1306688D+00 0.2725716D+34
 0.1314842D+00 0.2758740D+34
 0.1323047D+00 0.2792158D+34
 0.1331303D+00 0.2825973D+34
 0.1339611D+00 0.2860191D+34
 0.1347970D+00 0.2894815D+34
 0.1356382D+00 0.2929851D+34
 0.1364846D+00 0.2965303D+34
 0.1373363D+00 0.3001176D+34
 0.1381933D+00 0.3037475D+34
 0.1390556D+00 0.3074205D+34
 0.1399234D+00 0.3111371D+34
 0.1407965D+00 0.3148977D+34
 0.1416751D+00 0.3187029D+34
 0.1425592D+00 0.3225533D+34
 0.1434488D+00 0.3264492D+34
 0.1443440D+00 0.3303913D+34
 0.1452447D+00 0.3343801D+34
 0.1461511D+00 0.3384160D+34
 0.1470631D+00 0.3424997D+34
 0.1479808D+00 0.3466317D+34
 0.1489042D+00 0.3508125D+34
 0.1498334D+00 0.3550428D+34
 0.1507684D+00 0.3593230D+34
 0.1517092D+00 0.3636537D+34
 0.1526559D+00 0.3680356D+34
 0.1536085D+00 0.3724691D+34
 0.1545671D+00 0.3769549D+34
 0.1555316D+00 0.3814936D+34
 0.1565022D+00 0.3860858D+34
 0.1574788D+00 0.3907321D+34
 0.1584615D+00 0.3954331D+34
 0.1594503D+00 0.4001894D+34
 0.1604453D+00 0.4050016D+34
 0.1614465D+00 0.4098705D+34
 0.1624540D+00 0.4147966D+34
 0.1634677D+00 0.4197805D+34
 0.1644878D+00 0.4248230D+34
 0.1655143D+00 0.4299247D+34
 0.1665471D+00 0.4350862D+34
 0.1675864D+00 0.4403083D+34
 0.1686322D+00 0.4455916D+34
 0.1696845D+00 0.4509368D+34
 0.1707433D+00 0.4563446D+34
 0.1718088D+00 0.4618157D+34
 0.1728809D+00 0.4673509D+34
 0.1739598D+00 0.4729508D+34
 0.1750453D+00 0.4786162D+34
 0.1761376D+00 0.4843478D+34
 0.1772368D+00 0.4901463D+34
 0.1783428D+00 0.4960125D+34
 0.1794557D+00 0.5019472D+34
 0.1805755D+00 0.5079511D+34
 0.1817023D+00 0.5140250D+34
 0.1828362D+00 0.5201697D+34
 0.1839771D+00 0.5263860D+34
 0.1851252D+00 0.5326746D+34
 0.1862804D+00 0.5390364D+34
 0.1874428D+00 0.5454722D+34
 0.1886125D+00 0.5519828D+34
 0.1897895D+00 0.5585690D+34
 0.1909738D+00 0.5652317D+34
 0.1921655D+00 0.5719718D+34
 0.1933647D+00 0.5787900D+34
 0.1945713D+00 0.5856873D+34
 0.1957855D+00 0.5926645D+34
 0.1970073D+00 0.5997225D+34
 0.1982366D+00 0.6068622D+34
 0.1994737D+00 0.6140846D+34
 0.2007184D+00 0.6213904D+34
 0.2019709D+00 0.6287807D+34
 0.2032313D+00 0.6362563D+34
 0.2044995D+00 0.6438182D+34
 0.2057756D+00 0.6514674D+34
 0.2070597D+00 0.6592048D+34
 0.2083518D+00 0.6670314D+34
 0.2096520D+00 0.6749481D+34
 0.2109602D+00 0.6829559D+34
 0.2122767D+00 0.6910559D+34
 0.2136013D+00 0.6992490D+34
