 0.1000000D+00 0.1744232D+34
 0.1006240D+00 0.1765816D+34
 0.1012519D+00 0.1787666D+34
 0.1018838D+00 0.1809784D+34
 0.1025195D+00 0.1832174D+34
 0.1031593D+00 0.1854840D+34
 0.1038030D+00 0.1877784D+34
 0.1044508D+00 0.1901011D+34
 0.1051026D+00 0.1924523D+34
 0.1057584D+00 0.1948323D+34
 0.1064184D+00 0.1972417D+34
 0.1070825D+00 0.1996806D+34
 0.1077507D+00 0.2021495D+34
 0.1084231D+00 0.2046487D+34
 0.1090997D+00 0.2071787D+34
 0.1097805D+00 0.2097397D+34
 0.1104655D+00 0.2123321D+34
 0.1111549D+00 0.2149564D+34
 0.1118485D+00 0.2176129D+34
 0.1125464D+00 0.2203020D+34
 0.1132488D+00 0.2230241D+34
 0.1139555D+00 0.2257796D+34
 0.1146666D+00 0.2285690D+34
 0.1153821D+00 0.2313925D+34
 0.1161021D+00 0.2342507D+34
 0.1168266D+00 0.2371440D+34
 0.1175556D+00 0.2400727D+34
 0.1182892D+00 0.2430373D+34
 0.1190274D+00 0.2460383D+34
 0.1197701D+00 0.2490761D+34
 0.1205175D+00 0.2521511D+34
 0.1212696D+00 0.2552638D+34
 0.1220263D+00 0.2584147D+34
 0.1227878D+00 0.2616042D+34
 0.1235540D+00 0.2648327D+34
 0.1243250D+00 0.2681008D+34
 0.1251008D+00 0.2714089D+34
 0.1258815D+00 0.2747575D+34
 0.1266670D+00 0.2781471D+34
 0.1274574D+00 0.2815782D+34
 0.1282528D+00 0.2850513D+34
 0.1290531D+00 0.2885670D+34
 0.1298584D+00 0.2921256D+34
 0.1306688D+00 0.2957278D+34
 0.1314842D+00 0.2993740D+34
 0.1323047D+00 0.3030649D+34
 0.1331303D+00 0.3068009D+34
 0.1339611D+00 0.3105826D+34
 0.1347970D+00 0.3144105D+34
 0.1356382D+00 0.3182852D+34
 0.1364846D+00 0.3222072D+34
 0.1373363D+00 0.3261772D+34
 0.1381933D+00 0.3301957D+34
 0.1390556D+00 0.3342633D+34
 0.1399234D+00 0.3383806D+34
 0.1407965D+00 0.3425481D+34
 0.1416751D+00 0.3467666D+34
 0.1425592D+00 0.3510365D+34
 0.1434488D+00 0.3553586D+34
 0.1443440D+00 0.3597334D+34
 0.1452447D+00 0.3641616D+34
 0.1461511D+00 0.3686439D+34
 0.1470631D+00 0.3731808D+34
 0.1479808D+00 0.3777730D+34
 0.1489042D+00 0.3824213D+34
 0.1498334D+00 0.3871262D+34
 0.1507684D+00 0.3918885D+34
 0.1517092D+00 0.3967088D+34
 0.1526559D+00 0.4015879D+34
 0.1536085D+00 0.4065264D+34
 0.1545671D+00 0.4115251D+34
 0.1555316D+00 0.4165847D+34
 0.1565022D+00 0.4217059D+34
 0.1574788D+00 0.4268894D+34
 0.1584615D+00 0.4321360D+34
 0.1594503D+00 0.4374465D+34
 0.1604453D+00 0.4428217D+34
 0.1614465D+00 0.4482622D+34
 0.1624540D+00 0.4537689D+34
 0.1634677D+00 0.4593426D+34
 0.1644878D+00 0.4649840D+34
 0.1655143D+00 0.4706941D+34
 0.1665471D+00 0.4764735D+34
 0.1675864D+00 0.4823232D+34
 0.1686322D+00 0.4882440D+34
 0.1696845D+00 0.4942367D+34
 0.1707433D+00 0.5003021D+34
 0.1718088D+00 0.5064413D+34
