 0.1331303D+00 0.3055083D+34 0.2801635D+34 0.2525315D+34
 0.1339611D+00 0.3092051D+34 0.2835550D+34 0.2555895D+34
 0.1347970D+00 0.3129458D+34 0.2869867D+34 0.2586839D+34
 0.1356382D+00 0.3167309D+34 0.2904593D+34 0.2618151D+34
 0.1364846D+00 0.3205610D+34 0.2939731D+34 0.2649835D+34
 0.1373363D+00 0.3244365D+34 0.2975286D+34 0.2681896D+34
 0.1381933D+00 0.3283580D+34 0.3011263D+34 0.2714337D+34
 0.1390556D+00 0.3323259D+34 0.3047666D+34 0.2747163D+34
 0.1399234D+00 0.3363409D+34 0.3084502D+34 0.2780379D+34
 0.1407965D+00 0.3404035D+34 0.3121774D+34 0.2813988D+34
 0.1416751D+00 0.3445141D+34 0.3159488D+34 0.2847997D+34
 0.1425592D+00 0.3486735D+34 0.3197649D+34 0.2882408D+34
 0.1434488D+00 0.3528820D+34 0.3236261D+34 0.2917227D+34
 0.1443440D+00 0.3571404D+34 0.3275331D+34 0.2952459D+34
 0.1452447D+00 0.3614491D+34 0.3314863D+34 0.2988108D+34
 0.1461511D+00 0.3658087D+34 0.3354863D+34 0.3024178D+34
 0.1470631D+00 0.3702198D+34 0.3395335D+34 0.3060676D+34
 0.1479808D+00 0.3746831D+34 0.3436286D+34 0.3097605D+34
 0.1489042D+00 0.3791990D+34 0.3477721D+34 0.3134971D+34
 0.1498334D+00 0.3837683D+34 0.3519646D+34 0.3172779D+34
 0.1507684D+00 0.3883914D+34 0.3562065D+34 0.3211033D+34
 0.1517092D+00 0.3930691D+34 0.3604985D+34 0.3249739D+34
 0.1526559D+00 0.3978019D+34 0.3648411D+34 0.3288901D+34
 0.1536085D+00 0.4025905D+34 0.3692349D+34 0.3328526D+34
 0.1545671D+00 0.4074355D+34 0.3736806D+34 0.3368619D+34
 0.1555316D+00 0.4123375D+34 0.3781786D+34 0.3409184D+34
 0.1565022D+00 0.4172973D+34 0.3827295D+34 0.3450227D+34
 0.1574788D+00 0.4223153D+34 0.3873341D+34 0.3491753D+34
 0.1584615D+00 0.4273924D+34 0.3919929D+34 0.3533769D+34
 0.1594503D+00 0.4325292D+34 0.3967064D+34 0.3576279D+34
 0.1604453D+00 0.4377263D+34 0.4014754D+34 0.3619290D+34
 0.1614465D+00 0.4429844D+34 0.4063004D+34 0.3662806D+34
 0.1624540D+00 0.4483043D+34 0.4111821D+34 0.3706834D+34
 0.1634677D+00 0.4536866D+34 0.4161212D+34 0.3751380D+34
 0.1644878D+00 0.4591321D+34 0.4211182D+34 0.3796448D+34
 0.1655143D+00 0.4646413D+34 0.4261738D+34 0.3842046D+34
 0.1665471D+00 0.4702152D+34 0.4312888D+34 0.3888179D+34
 0.1675864D+00 0.4758543D+34 0.4364637D+34 0.3934853D+34
 0.1686322D+00 0.4815594D+34 0.4416992D+34 0.3982075D+34
 0.1696845D+00 0.4873313D+34 0.4469961D+34 0.4029850D+34
 0.1707433D+00 0.4931707D+34 0.4523550D+34 0.4078184D+34
 0.1718088D+00 0.4990784D+34 0.4577765D+34 0.4127085D+34
 0.1728809D+00 0.5050552D+34 0.4632615D+34 0.4176558D+34
 0.1739598D+00 0.5111017D+34 0.4688107D+34 0.4226610D+34
 0.1750453D+00 0.5172189D+34 0.4744246D+34 0.4277248D+34
 0.1761376D+00 0.5234074D+34 0.4801042D+34 0.4328477D+34
 0.1772368D+00 0.5296681D+34 0.4858500D+34 0.4380305D+34
 0.1783428D+00 0.5360018D+34 0.4916629D+34 0.4432738D+34
 0.1794557D+00 0.5424093D+34 0.4975436D+34 0.4485783D+34
 0.1805755D+00 0.5488915D+34 0.5034929D+34 0.4539447D+34
 0.1817023D+00 0.5554491D+34 0.5095114D+34 0.4593737D+34
 0.1828362D+00 0.5620830D+34 0.5156001D+34 0.4648660D+34
 0.1839771D+00 0.5687941D+34 0.5217596D+34 0.4704222D+34
 0.1851252D+00 0.5755832D+34 0.5279909D+34 0.4760432D+34
 0.1862804D+00 0.5824511D+34 0.5342945D+34 0.4817296D+34
 0.1874428D+00 0.5893988D+34 0.5406715D+34 0.4874821D+34
 0.1886125D+00 0.5964272D+34 0.5471225D+34 0.4933015D+34
 0.1897895D+00 0.6035371D+34 0.5536484D+34 0.4991886D+34
 0.1909738D+00 0.6107294D+34 0.5602501D+34 0.5051440D+34
 0.1921655D+00 0.6180051D+34 0.5669284D+34 0.5111686D+34
 0.1933647D+00 0.6253650D+34 0.5736840D+34 0.5172630D+34
 0.1945713D+00 0.6328101D+34 0.5805180D+34 0.5234282D+34
 0.1957855D+00 0.6403414D+34 0.5874311D+34 0.5296648D+34
 0.1970073D+00 0.6479597D+34 0.5944242D+34 0.5359737D+34
 0.1982366D+00 0.6556661D+34 0.6014982D+34 0.5423556D+34
 0.1994737D+00 0.6634615D+34 0.6086540D+34 0.5488114D+34
 0.2007184D+00 0.6713469D+34 0.6158925D+34 0.5553418D+34
 0.2019709D+00 0.6793233D+34 0.6232146D+34 0.5619478D+34
 0.2032313D+00 0.6873917D+34 0.6306213D+34 0.5686301D+34
 0.2044995D+00 0.6955530D+34 0.6381134D+34 0.5753895D+34
 0.2057756D+00 0.7038084D+34 0.6456918D+34 0.5822270D+34
 0.2070597D+00 0.7121588D+34 0.6533576D+34 0.5891433D+34
 0.2083518D+00 0.7206052D+34 0.6611117D+34 0.5961394D+34
 0.2096520D+00 0.7291488D+34 0.6689551D+34 0.6032161D+34
 0.2109602D+00 0.7377905D+34 0.6768886D+34 0.6103742D+34
 0.2122767D+00 0.7465315D+34 0.6849134D+34 0.6176148D+34
 0.2136013D+00 0.7553729D+34 0.6930304D+34 0.6249386D+34
 0.2149342D+00 0.7643156D+34 0.7012406D+34 0.6323466D+34
 0.2162755D+00 0.7733609D+34 0.7095451D+34 0.6398397D+34
 0.2176251D+00 0.7825098D+34 0.7179448D+34 0.6474189D+34
 0.2189831D+00 0.7917634D+34 0.7264407D+34 0.6550850D+34
 0.2203496D+00 0.8011229D+34 0.7350340D+34 0.6628390D+34
 0.2217246D+00 0.8105895D+34 0.7437257D+34 0.6706819D+34
 0.2231083D+00 0.8201642D+34 0.7525169D+34 0.6786147D+34
 0.2245005D+00 0.8298483D+34 0.7614085D+34 0.6866382D+34
 0.2259014D+00 0.8396429D+34 0.7704018D+34 0.6947535D+34
 0.2273111D+00 0.8495493D+34 0.7794977D+34 0.7029616D+34
 0.2287296D+00 0.8595685D+34 0.7886975D+34 0.7112635D+34
 0.2301569D+00 0.8697019D+34 0.7980022D+34 0.7196602D+34
 0.2315931D+00 0.8799507D+34 0.8074130D+34 0.7281527D+34
 0.2330383D+00 0.8903160D+34 0.8169309D+34 0.7367420D+34
 0.2344925D+00 0.9007992D+34 0.8265572D+34 0.7454292D+34
 0.2359558D+00 0.9114015D+34 0.8362930D+34 0.7542154D+34
 0.2374282D+00 0.9221242D+34 0.8461395D+34 0.7631015D+34
 0.2389098D+00 0.9329685D+34 0.8560978D+34 0.7720887D+34
 0.2404007D+00 0.9439357D+34 0.8661692D+34 0.7811781D+34
 0.2419008D+00 0.9550272D+34 0.8763548D+34 0.7903706D+34
 0.2434104D+00 0.9662443D+34 0.8866559D+34 0.7996675D+34
 0.2449293D+00 0.9775883D+34 0.8970737D+34 0.8090699D+34
 0.2464577D+00 0.9890605D+34 0.9076094D+34 0.8185788D+34
 0.2479957D+00 0.1000662D+35 0.9182644D+34 0.8281955D+34
 0.2495432D+00 0.1012395D+35 0.9290397D+34 0.8379210D+34
 0.2511004D+00 0.1024260D+35 0.9399368D+34 0.8477565D+34
 0.2526673D+00 0.1036259D+35 0.9509569D+34 0.8577031D+34
 0.2542440D+00 0.1048393D+35 0.9621013D+34 0.8677621D+34
 0.2558306D+00 0.1060664D+35 0.9733714D+34 0.8779346D+34
 0.2574270D+00 0.1073073D+35 0.9847683D+34 0.8882218D+34
 0.2590334D+00 0.1085621D+35 0.9962936D+34 0.8986250D+34
 0.2606498D+00 0.1098310D+35 0.1007948D+35 0.9091453D+34
 0.2622763D+00 0.1111141D+35 0.1019734D+35 0.9197840D+34
 0.2639130D+00 0.1124117D+35 0.1031652D+35 0.9305424D+34
 0.2655599D+00 0.1137237D+35 0.1043704D+35 0.9414216D+34
 0.2672170D+00 0.1150505D+35 0.1055891D+35 0.9524229D+34
 0.2688845D+00 0.1163921D+35 0.1068215D+35 0.9635477D+34
 0.2705624D+00 0.1177487D+35 0.1080676D+35 0.9747971D+34
 0.2722508D+00 0.1191204D+35 0.1093277D+35 0.9861726D+34
 0.2739497D+00 0.1205075D+35 0.1106019D+35 0.9976754D+34
 0.2756592D+00 0.1219100D+35 0.1118903D+35 0.1009307D+35
 0.2773794D+00 0.1233281D+35 0.1131931D+35 0.1021068D+35
 0.2791103D+00 0.1247620D+35 0.1145104D+35 0.1032961D+35
 0.2808520D+00 0.1262119D+35 0.1158424D+35 0.1044986D+35
 0.2826046D+00 0.1276779D+35 0.1171892D+35 0.1057146D+35
 0.2843681D+00 0.1291602D+35 0.1185509D+35 0.1069440D+35
 0.2861426D+00 0.1306589D+35 0.1199278D+35 0.1081872D+35
 0.2879282D+00 0.1321742D+35 0.1213200D+35 0.1094442D+35
 0.2897249D+00 0.1337063D+35 0.1227277D+35 0.1107152D+35
 0.2915329D+00 0.1352553D+35 0.1241509D+35 0.1120002D+35
 0.2933521D+00 0.1368215D+35 0.1255899D+35 0.1132995D+35
 0.2951827D+00 0.1384050D+35 0.1270448D+35 0.1146132D+35
 0.2970247D+00 0.1400059D+35 0.1285158D+35 0.1159415D+35
 0.2988782D+00 0.1416245D+35 0.1300031D+35 0.1172844D+35
 0.3007432D+00 0.1432609D+35 0.1315067D+35 0.1186422D+35
 0.3026200D+00 0.1449153D+35 0.1330270D+35 0.1200150D+35
 0.3045084D+00 0.1465879D+35 0.1345639D+35 0.1214029D+35
 0.3064086D+00 0.1482789D+35 0.1361178D+35 0.1228061D+35
 0.3083206D+00 0.1499884D+35 0.1376888D+35 0.1242248D+35
 0.3102446D+00 0.1517167D+35 0.1392770D+35 0.1256590D+35
 0.3121806D+00 0.1534639D+35 0.1408826D+35 0.1271090D+35
 0.3141287D+00 0.1552302D+35 0.1425058D+35 0.1285750D+35
 0.3160889D+00 0.1570158D+35 0.1441469D+35 0.1300570D+35
 0.3180614D+00 0.1588209D+35 0.1458058D+35 0.1315553D+35
 0.3200461D+00 0.1606457D+35 0.1474829D+35 0.1330700D+35
 0.3220433D+00 0.1624903D+35 0.1491783D+35 0.1346012D+35
 0.3240529D+00 0.1643551D+35 0.1508922D+35 0.1361492D+35
 0.3260751D+00 0.1662401D+35 0.1526248D+35 0.1377140D+35
 0.3281099D+00 0.1681457D+35 0.1543762D+35 0.1392960D+35
 0.3301573D+00 0.1700718D+35 0.1561467D+35 0.1408951D+35
 0.3322176D+00 0.1720189D+35 0.1579364D+35 0.1425117D+35
 0.3342907D+00 0.1739871D+35 0.1597455D+35 0.1441458D+35
 0.3363768D+00 0.1759765D+35 0.1615742D+35 0.1457977D+35
 0.3384758D+00 0.1779875D+35 0.1634228D+35 0.1474675D+35
 0.3405880D+00 0.1800201D+35 0.1652913D+35 0.1491554D+35
 0.3427133D+00 0.1820747D+35 0.1671800D+35 0.1508616D+35
 0.3448519D+00 0.1841513D+35 0.1690891D+35 0.1525862D+35
 0.3470039D+00 0.1862504D+35 0.1710188D+35 0.1543295D+35
 0.3491693D+00 0.1883719D+35 0.1729692D+35 0.1560915D+35
 0.3513482D+00 0.1905163D+35 0.1749407D+35 0.1578726D+35
 0.3535406D+00 0.1926836D+35 0.1769333D+35 0.1596728D+35
 0.3557468D+00 0.1948742D+35 0.1789473D+35 0.1614924D+35
 0.3579668D+00 0.1970881D+35 0.1809829D+35 0.1633316D+35
 0.3602005D+00 0.1993258D+35 0.1830403D+35 0.1651904D+35
 0.3624483D+00 0.2015873D+35 0.1851197D+35 0.1670692D+35
 0.3647100D+00 0.2038729D+35 0.1872213D+35 0.1689681D+35
 0.3669859D+00 0.2061828D+35 0.1893454D+35 0.1708874D+35
 0.3692760D+00 0.2085173D+35 0.1914920D+35 0.1728271D+35
 0.3715803D+00 0.2108766D+35 0.1936616D+35 0.1747875D+35
 0.3738991D+00 0.2132609D+35 0.1958542D+35 0.1767688D+35
 0.3762323D+00 0.2156704D+35 0.1980700D+35 0.1787711D+35
 0.3785801D+00 0.2181054D+35 0.2003094D+35 0.1807948D+35
 0.3809425D+00 0.2205662D+35 0.2025725D+35 0.1828399D+35
 0.3833196D+00 0.2230529D+35 0.2048595D+35 0.1849068D+35
 0.3857116D+00 0.2255659D+35 0.2071707D+35 0.1869955D+35
 0.3881186D+00 0.2281052D+35 0.2095062D+35 0.1891063D+35
 0.3905405D+00 0.2306713D+35 0.2118664D+35 0.1912394D+35
 0.3929776D+00 0.2332643D+35 0.2142514D+35 0.1933950D+35
 0.3954298D+00 0.2358845D+35 0.2166615D+35 0.1955733D+35
 0.3978974D+00 0.2385321D+35 0.2190969D+35 0.1977745D+35
 0.4003804D+00 0.2412073D+35 0.2215578D+35 0.1999988D+35
 0.4028788D+00 0.2439105D+35 0.2240444D+35 0.2022465D+35
 0.4053929D+00 0.2466419D+35 0.2265571D+35 0.2045178D+35
 0.4079226D+00 0.2494017D+35 0.2290960D+35 0.2068128D+35
 0.4104682D+00 0.2521902D+35 0.2316613D+35 0.2091318D+35
 0.4130296D+00 0.2550076D+35 0.2342534D+35 0.2114750D+35
 0.4156070D+00 0.2578542D+35 0.2368723D+35 0.2138426D+35
 0.4182004D+00 0.2607303D+35 0.2395185D+35 0.2162348D+35
 0.4208101D+00 0.2636361D+35 0.2421921D+35 0.2186519D+35
 0.4234360D+00 0.2665719D+35 0.2448934D+35 0.2210941D+35
 0.4260784D+00 0.2695379D+35 0.2476225D+35 0.2235616D+35
 0.4287372D+00 0.2725345D+35 0.2503799D+35 0.2260547D+35
 0.4314126D+00 0.2755618D+35 0.2531656D+35 0.2285735D+35
 0.4341047D+00 0.2786202D+35 0.2559800D+35 0.2311182D+35
 0.4368136D+00 0.2817099D+35 0.2588233D+35 0.2336892D+35
 0.4395394D+00 0.2848311D+35 0.2616958D+35 0.2362866D+35
 0.4422823D+00 0.2879842D+35 0.2645976D+35 0.2389107D+35
 0.4450422D+00 0.2911695D+35 0.2675292D+35 0.2415618D+35
 0.4478194D+00 0.2943871D+35 0.2704906D+35 0.2442399D+35
 0.4506139D+00 0.2976375D+35 0.2734823D+35 0.2469454D+35
 0.4534258D+00 0.3009208D+35 0.2765044D+35 0.2496785D+35
 0.4562553D+00 0.3042373D+35 0.2795571D+35 0.2524395D+35
 0.4591024D+00 0.3075873D+35 0.2826409D+35 0.2552286D+35
 0.4619673D+00 0.3109712D+35 0.2857558D+35 0.2580460D+35
 0.4648501D+00 0.3143891D+35 0.2889023D+35 0.2608919D+35
 0.4677508D+00 0.3178414D+35 0.2920804D+35 0.2637667D+35
 0.4706697D+00 0.3213283D+35 0.2952906D+35 0.2666705D+35
 0.4736068D+00 0.3248502D+35 0.2985331D+35 0.2696036D+35
 0.4765622D+00 0.3284073D+35 0.3018081D+35 0.2725662D+35
 0.4795361D+00 0.3319999D+35 0.3051159D+35 0.2755586D+35
 0.4825285D+00 0.3356283D+35 0.3084568D+35 0.2785811D+35
 0.4855395D+00 0.3392927D+35 0.3118311D+35 0.2816338D+35
 0.4885694D+00 0.3429936D+35 0.3152389D+35 0.2847171D+35
 0.4916182D+00 0.3467311D+35 0.3186807D+35 0.2878311D+35
 0.4946860D+00 0.3505056D+35 0.3221567D+35 0.2909762D+35
 0.4977729D+00 0.3543173D+35 0.3256671D+35 0.2941525D+35
 0.5008792D+00 0.3581666D+35 0.3292122D+35 0.2973604D+35
 0.5040048D+00 0.3620538D+35 0.3327923D+35 0.3006000D+35
 0.5071499D+00 0.3659790D+35 0.3364077D+35 0.3038717D+35
 0.5103146D+00 0.3699428D+35 0.3400586D+35 0.3071757D+35
 0.5134991D+00 0.3739452D+35 0.3437454D+35 0.3105122D+35
 0.5167034D+00 0.3779867D+35 0.3474683D+35 0.3138816D+35
 0.5199277D+00 0.3820675D+35 0.3512276D+35 0.3172840D+35
 0.5231722D+00 0.3861880D+35 0.3550235D+35 0.3207197D+35
 0.5264369D+00 0.3903484D+35 0.3588564D+35 0.3241890D+35
 0.5297220D+00 0.3945491D+35 0.3627265D+35 0.3276922D+35
 0.5330276D+00 0.3987903D+35 0.3666342D+35 0.3312294D+35
 0.5363538D+00 0.4030723D+35 0.3705796D+35 0.3348010D+35
 0.5397008D+00 0.4073955D+35 0.3745632D+35 0.3384072D+35
 0.5430686D+00 0.4117601D+35 0.3785851D+35 0.3420484D+35
 0.5464575D+00 0.4161665D+35 0.3826457D+35 0.3457246D+35
 0.5498675D+00 0.4206150D+35 0.3867452D+35 0.3494363D+35
 0.5532988D+00 0.4251058D+35 0.3908839D+35 0.3531836D+35
 0.5567515D+00 0.4296392D+35 0.3950622D+35 0.3569669D+35
 0.5602257D+00 0.4342157D+35 0.3992802D+35 0.3607864D+35
 0.5637217D+00 0.4388354D+35 0.4035384D+35 0.3646423D+35
 0.5672394D+00 0.4434987D+35 0.4078369D+35 0.3685350D+35
 0.5707791D+00 0.4482059D+35 0.4121761D+35 0.3724647D+35
 0.5743409D+00 0.4529573D+35 0.4165562D+35 0.3764316D+35
 0.5779249D+00 0.4577531D+35 0.4209776D+35 0.3804360D+35
 0.5815313D+00 0.4625938D+35 0.4254404D+35 0.3844783D+35
 0.5851602D+00 0.4674796D+35 0.4299451D+35 0.3885585D+35
 0.5888117D+00 0.4724108D+35 0.4344919D+35 0.3926771D+35
 0.5924860D+00 0.4773877D+35 0.4390811D+35 0.3968343D+35
 0.5961833D+00 0.4824106D+35 0.4437129D+35 0.4010304D+35
 0.5999036D+00 0.4874799D+35 0.4483877D+35 0.4052655D+35
 0.6036471D+00 0.4925957D+35 0.4531057D+35 0.4095401D+35
 0.6074140D+00 0.4977585D+35 0.4578673D+35 0.4138542D+35
 0.6112044D+00 0.5029685D+35 0.4626726D+35 0.4182083D+35
 0.6150184D+00 0.5082261D+35 0.4675221D+35 0.4226026D+35
 0.6188563D+00 0.5135315D+35 0.4724160D+35 0.4270373D+35
 0.6227181D+00 0.5188850D+35 0.4773545D+35 0.4315127D+35
 0.6266040D+00 0.5242869D+35 0.4823379D+35 0.4360290D+35
 0.6305141D+00 0.5297375D+35 0.4873666D+35 0.4405866D+35
 0.6344487D+00 0.5352372D+35 0.4924408D+35 0.4451856D+35
 0.6384078D+00 0.5407861D+35 0.4975608D+35 0.4498264D+35
 0.6423916D+00 0.5463847D+35 0.5027268D+35 0.4545092D+35
 0.6464002D+00 0.5520332D+35 0.5079392D+35 0.4592343D+35
 0.6504339D+00 0.5577318D+35 0.5131982D+35 0.4640019D+35
 0.6544928D+00 0.5634810D+35 0.5185041D+35 0.4688123D+35
 0.6585769D+00 0.5692809D+35 0.5238572D+35 0.4736657D+35
 0.6626866D+00 0.5751318D+35 0.5292577D+35 0.4785624D+35
 0.6668219D+00 0.5810341D+35 0.5347060D+35 0.4835026D+35
 0.6709830D+00 0.5869880D+35 0.5402022D+35 0.4884866D+35
 0.6751701D+00 0.5929938D+35 0.5457467D+35 0.4935147D+35
 0.6793833D+00 0.5990517D+35 0.5513397D+35 0.4985871D+35
 0.6836228D+00 0.6051622D+35 0.5569815D+35 0.5037040D+35
 0.6878888D+00 0.6113253D+35 0.5626723D+35 0.5088658D+35
 0.6921813D+00 0.6175414D+35 0.5684125D+35 0.5140725D+35
 0.6965007D+00 0.6238108D+35 0.5742022D+35 0.5193246D+35
 0.7008470D+00 0.6301338D+35 0.5800418D+35 0.5246221D+35
 0.7052205D+00 0.6365105D+35 0.5859314D+35 0.5299655D+35
 0.7096212D+00 0.6429413D+35 0.5918713D+35 0.5353548D+35
 0.7140494D+00 0.6494263D+35 0.5978619D+35 0.5407904D+35
 0.7185052D+00 0.6559660D+35 0.6039032D+35 0.5462724D+35
 0.7229888D+00 0.6625605D+35 0.6099957D+35 0.5518011D+35
 0.7275004D+00 0.6692100D+35 0.6161394D+35 0.5573768D+35
 0.7320402D+00 0.6759149D+35 0.6223347D+35 0.5629996D+35
 0.7366083D+00 0.6826753D+35 0.6285818D+35 0.5686699D+35
 0.7412049D+00 0.6894915D+35 0.6348809D+35 0.5743877D+35
 0.7458302D+00 0.6963637D+35 0.6412322D+35 0.5801533D+35
 0.7504843D+00 0.7032921D+35 0.6476360D+35 0.5859670D+35
 0.7551675D+00 0.7102771D+35 0.6540925D+35 0.5918289D+35
 0.7598799D+00 0.7173187D+35 0.6606019D+35 0.5977393D+35
 0.7646217D+00 0.7244173D+35 0.6671645D+35 0.6036983D+35
 0.7693931D+00 0.7315730D+35 0.6737804D+35 0.6097063D+35
 0.7741943D+00 0.7387860D+35 0.6804498D+35 0.6157632D+35
 0.7790255D+00 0.7460566D+35 0.6871730D+35 0.6218695D+35
 0.7838868D+00 0.7533849D+35 0.6939501D+35 0.6280252D+35
 0.7887784D+00 0.7607712D+35 0.7007814D+35 0.6342306D+35
 0.7937005D+00 0.7682155D+35 0.7076669D+35 0.6404858D+35
 0.7986534D+00 0.7757182D+35 0.7146070D+35 0.6467910D+35
 0.8036372D+00 0.7832794D+35 0.7216018D+35 0.6531464D+35
 0.8086520D+00 0.7908992D+35 0.7286515D+35 0.6595522D+35
 0.8136982D+00 0.7985778D+35 0.7357562D+35 0.6660085D+35
 0.8187759D+00 0.8063154D+35 0.7429161D+35 0.6725155D+35
 0.8238852D+00 0.8141122D+35 0.7501314D+35 0.6790733D+35
 0.8290264D+00 0.8219682D+35 0.7574022D+35 0.6856822D+35
 0.8341997D+00 0.8298837D+35 0.7647286D+35 0.6923422D+35
 0.8394053D+00 0.8378587D+35 0.7721109D+35 0.6990536D+35
 0.8446434D+00 0.8458934D+35 0.7795491D+35 0.7058163D+35
 0.8499141D+00 0.8539879D+35 0.7870434D+35 0.7126307D+35
 0.8552178D+00 0.8621423D+35 0.7945939D+35 0.7194968D+35
 0.8605545D+00 0.8703568D+35 0.8022007D+35 0.7264147D+35
 0.8659246D+00 0.8786313D+35 0.8098639D+35 0.7333846D+35
 0.8713281D+00 0.8869661D+35 0.8175837D+35 0.7404065D+35
 0.8767654D+00 0.8953612D+35 0.8253600D+35 0.7474806D+35
 0.8822366D+00 0.9038166D+35 0.8331931D+35 0.7546069D+35
 0.8877420D+00 0.9123325D+35 0.8410830D+35 0.7617857D+35
 0.8932817D+00 0.9209089D+35 0.8490298D+35 0.7690168D+35
 0.8988560D+00 0.9295458D+35 0.8570335D+35 0.7763005D+35
 0.9044650D+00 0.9382433D+35 0.8650942D+35 0.7836368D+35
 0.9101091D+00 0.9470014D+35 0.8732120D+35 0.7910258D+35
 0.9157884D+00 0.9558202D+35 0.8813869D+35 0.7984675D+35
 0.9215031D+00 0.9646996D+35 0.8896189D+35 0.8059620D+35
 0.9272535D+00 0.9736396D+35 0.8979080D+35 0.8135093D+35
 0.9330397D+00 0.9826403D+35 0.9062544D+35 0.8211094D+35
 0.9388621D+00 0.9917016D+35 0.9146579D+35 0.8287625D+35
 0.9447208D+00 0.1000823D+36 0.9231186D+35 0.8364685D+35
 0.9506161D+00 0.1010006D+36 0.9316365D+35 0.8442273D+35
 0.9565481D+00 0.1019249D+36 0.9402115D+35 0.8520392D+35
 0.9625172D+00 0.1028552D+36 0.9488436D+35 0.8599039D+35
 0.9685235D+00 0.1037916D+36 0.9575329D+35 0.8678215D+35
 0.9745673D+00 0.1047340D+36 0.9662791D+35 0.8757921D+35
 0.9806488D+00 0.1056824D+36 0.9750823D+35 0.8838155D+35
 0.9867683D+00 0.1066369D+36 0.9839425D+35 0.8918917D+35
 0.9929259D+00 0.1075973D+36 0.9928594D+35 0.9000207D+35
 0.9991220D+00 0.1085637D+36 0.1001833D+36 0.9082024D+35
 0.1005357D+01 0.1095361D+36 0.1010863D+36 0.9164367D+35
 0.1011630D+01 0.1105144D+36 0.1019950D+36 0.9247236D+35
 0.1017943D+01 0.1114987D+36 0.1029093D+36 0.9330630D+35
 0.1024295D+01 0.1124889D+36 0.1038293D+36 0.9414547D+35
 0.1030687D+01 0.1134850D+36 0.1047548D+36 0.9498988D+35
 0.1037119D+01 0.1144870D+36 0.1056860D+36 0.9583949D+35
 0.1043591D+01 0.1154948D+36 0.1066227D+36 0.9669431D+35
